MINT,jup_mint_listed,jup_has_price,jup_price_usd,jup_confidence
6bLp99VoqKU1C3Qp6VTNvSoCoc78jMGxPkGSSopq8wHB,0,0,,
Bo4ehCeRcRj2wp5tQpjfCJxYFn4KyRacfDzSa4Aj27tH,0,0,,
4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU,0,0,,
CiKu4eHsVrc1eueVQeHn7qhXTcVu95gSQmBpX4utjL9z,0,0,,
6ybxMQpMgQhtsTLhvHZqk8uqao7kvoexY6e8JmCTqAB1,0,0,,
8oiPhiFrmXS93iC98M4ATev8emQ6XGtf8pz8sntbbqGt,0,0,,
6JdcMdhqgCtcP4U9tieRqmKLhPLxRMLC67QfmdXAJBvZ,0,0,,
6cVgJUqo4nmvQpbgrDZwyfd6RwWw5bfnCamS3M9N1fd,0,0,,
BqRtfrNpvRAW3KW319hvhPoTu76wKU2LTdXJyG9CyDze,0,0,,
AVKnbqNQgXDY8kbnno9eSGfwpVz5idimBnDKiz1vbWAh,0,0,,
GfzU1fLASNV3r4NtEyrnwTyTakJkYzoivnaL3Snh45oj,0,0,,
H36ykN443TZ6pC8oryicCYr5YB1em4fuSyezu5aoskNv,0,0,,
HCgybxq5Upy8Mccihrp7EsmwwFqYZtrHrsmsKwtGXLgW,0,0,,
DcvJP16Cw5oqTbtHmpJ4JGXaqBvV5m6eMZj5rGsFLpwU,0,0,,
